location[0],location[1],index,state,age,if_migra,mature,div_time,maxDiv,nDiv,cell_cycle,life_span,prob,prob_0,EGF_R,IGF_R,AKT,ERK,a_ERK,a_AKT
33,39,1058,quiescent,143.5,47,28,30,8,3,28,192,1,0.0994126,0.779308,5.95516e-24,2.33467e-17,0.834268,14.3,44
58,54,1055,quiescent,74,4,28,42,8,1,28,192,1,0.0993223,0.778446,1.58865e-16,4.2979e-11,0.832025,14.3,44
66,43,1059,alive,155,22,28,4,8,4,28,192,0,0.0987438,0.71001,1.64853e-23,7.69069e-17,0.469421,14.3,44
29,57,1060,quiescent,99,6,28,31,8,2,28,192,1,0.0986574,0.767612,1.15133e-22,4.21428e-16,0.815726,14.3,44
53,67,1055,quiescent,31.5,15,28,31.5,8,0,28,192,1,0.099133,0.774453,1.44474e-19,1.40434e-13,0.827343,14.3,44
62,60,1056,alive,152.5,17,28,22,8,3,28,192,0,0.0993197,0.778091,1.23139e-21,2.11592e-15,0.829746,14.3,44
28,55,1056,quiescent,137.5,35,28,54.5,8,1,28,192,1,0.0984767,0.764488,3.33766e-22,1.03487e-15,0.811365,14.3,44
33,34,1057,quiescent,128.5,17,28,32,8,3,28,192,1,0.0991371,0.775283,5.21642e-24,2.94816e-17,0.827444,14.3,44
64,46,1062,alive,151,14,28,24,8,4,28,192,0,0.0990528,0.777564,1.19739e-23,6.44455e-17,0.829506,14.3,44
27,54,1063,quiescent,96,0,28,28.5,8,2,28,192,1,0.0984191,0.763281,1.04087e-22,3.98571e-16,0.809983,14.3,44
37,29,1067,quiescent,120,0,28,46,8,2,28,192,1,0.0988243,0.769949,5.34823e-24,2.98911e-17,0.81978,14.3,44
46,59,1066,quiescent,50.5,5,28,50.5,8,0,28,192,1,0.0991907,0.775134,1.33687e-14,1.73404e-09,0.828766,14.3,44
27,46,1067,quiescent,117,42,28,59,8,2,28,192,1,0.0986536,0.766668,2.36178e-22,6.25653e-16,0.815634,14.3,44
42,24,1071,alive,122.5,5,28,4.5,8,3,28,192,0,0.0987395,0.719742,2.15515e-24,1.3265e-17,0.485397,14.3,44
60,55,1073,alive,143.5,47,28,1.5,8,3,28,192,0,0.0994352,0.580513,6.89025e-18,2.99247e-12,0.423435,14.3,44
44,25,1074,quiescent,102.5,13,28,29,8,2,28,192,1,0.0988309,0.769513,4.82758e-24,2.82456e-17,0.819942,14.3,44
36,28,1075,alive,148,8,28,29,8,3,28,192,0.0414299,0.098826,0.770075,6.83213e-24,3.44451e-17,0.819822,14.3,44
63,69,1069,alive,147.5,7,28,11,8,3,28,192,0,0.0990325,0.777237,3.8152e-23,1.21755e-16,0.755948,14.3,44
61,71,1069,alive,135,30,28,7.5,8,4,28,192,0,0.0989525,0.769897,4.60045e-23,1.35029e-16,0.641033,14.3,44
44,71,1071,alive,86,28,28,25,8,2,28,192,0,0.0992378,0.77716,3.3751e-23,1.57589e-16,0.828974,14.3,44
55,31,1074,quiescent,64,32,28,30,8,1,28,192,1,0.0989914,0.772603,8.48855e-23,2.56142e-16,0.823863,14.3,44
51,27,1075,alive,110,28,28,0,8,3,28,192,0,0.0989531,0.386035,1.29906e-23,4.88179e-17,0.411462,14.3,44
29,53,1074,quiescent,35.5,23,28,35.5,8,0,28,192,1,0.0985218,0.764962,4.39219e-20,5.30824e-14,0.812452,14.3,44
38,27,1075,quiescent,141,42,28,48.5,8,3,28,192,1,0.0987318,0.768237,2.3752e-24,1.39975e-17,0.817529,14.3,44
51,32,1076,alive,125.5,11,28,22.5,8,3,28,192,0,0.099299,0.779609,4.02926e-23,1.24442e-16,0.832366,14.3,44
54,31,1073,quiescent,76,8,28,47.5,8,1,28,192,1,0.0990552,0.773778,8.40075e-23,2.54674e-16,0.825429,14.3,44
49,74,1072,quiescent,134,28,28,31.5,8,3,28,192,1,0.0991813,0.775276,1.10641e-23,6.23922e-17,0.828534,14.3,44
31,57,1071,alive,121,2,28,3.5,8,3,28,192,0,0.0988328,0.693874,4.66498e-22,1.24531e-15,0.453665,14.3,44
34,34,1075,quiescent,71.5,47,28,28.5,8,1,28,192,1,0.0990967,0.774647,1.89159e-22,5.43915e-16,0.826449,14.3,44
52,31,1078,alive,77,10,28,9.5,8,2,28,192,0,0.0991967,0.78321,9.67681e-23,2.75385e-16,0.735,14.3,44
30,58,1083,alive,129.5,19,28,9.5,8,3,28,192,0,0.098759,0.778121,6.13042e-23,2.18097e-16,0.720364,14.3,44
46,43,1080,quiescent,85,26,28,85,8,0,28,192,1,0.099255,0.776357,1.76355e-13,1.7876e-08,0.830355,14.3,44
45,42,1082,quiescent,32,16,28,32,8,0,28,192,1,0.099287,0.776751,1.547e-13,1.68065e-08,0.831149,14.3,44
46,44,1084,quiescent,32.5,17,28,32.5,8,0,28,192,1,0.0991857,0.77521,2.23885e-13,2.06186e-08,0.828643,14.3,44
50,74,1084,alive,87,30,28,11,8,2,28,192,0,0.0992784,0.783597,1.08395e-22,4.09523e-16,0.769347,14.3,44
40,44,1088,alive,114,36,28,44.5,8,2,28,192,0.0413409,0.0991629,0.774393,3.48984e-22,7.78257e-16,0.82808,14.3,44
43,24,1091,alive,135,30,28,9,8,3,28,192,0,0.0987767,0.772482,2.70347e-24,1.50361e-17,0.692965,14.3,44
47,59,1089,quiescent,30.5,13,28,30.5,8,0,28,192,1,0.0991695,0.774694,3.58377e-15,6.14269e-10,0.828243,14.3,44
28,47,1087,quiescent,79.5,15,28,41.5,8,1,28,192,1,0.0986655,0.766687,7.40201e-22,1.60405e-15,0.815923,14.3,44
51,40,1091,alive,134.5,29,28,25.5,8,2,28,192,0,0.0996006,0.784797,3.63699e-18,2.06738e-12,0.83972,14.3,44
45,41,1093,alive,79,14,28,6.5,8,2,28,192,0,0.0993707,0.771248,9.22364e-18,3.49713e-12,0.614064,14.3,44
56,31,1091,quiescent,106,20,28,42,8,2,28,192,1,0.0989267,0.771451,6.68456e-24,3.37521e-17,0.82228,14.3,44
35,44,1090,alive,118.5,45,28,35.5,8,2,28,192,0.0415655,0.0991495,0.774506,1.16146e-20,1.34726e-14,0.82775,14.3,44
52,32,1091,quiescent,113,34,28,47,8,2,28,192,1,0.0993048,0.77799,1.07763e-22,2.92267e-16,0.831589,14.3,44
28,53,1092,quiescent,73.5,3,28,37.5,8,1,28,192,1,0.098463,0.764101,1.11655e-22,4.14341e-16,0.811036,14.3,44
39,62,1094,quiescent,128.5,17,28,28.5,8,3,28,192,1,0.0994626,0.781259,2.53613e-22,6.51924e-16,0.835516,14.3,44
36,43,1090,alive,58.5,21,28,25.5,8,1,28,192,0,0.0991734,0.775185,7.0701e-22,1.1313e-15,0.827112,14.3,44
57,72,1095,alive,119.5,47,28,18,8,3,28,192,0,0.0991406,0.774399,3.33151e-23,1.56461e-16,0.819313,14.3,44
38,62,1094,alive,102.5,13,28,7.5,8,2,28,192,0,0.0993908,0.782722,9.45574e-22,1.83983e-15,0.672421,14.3,44
56,29,1097,alive,130,20,28,67,8,2,28,192,0.041153,0.0987123,0.768193,6.58796e-24,3.34816e-17,0.817057,14.3,44
30,52,1095,alive,119,46,28,43.5,8,2,28,192,0.0412368,0.098584,0.766036,2.50657e-23,9.73976e-17,0.813951,14.3,44
58,70,1089,alive,99,6,28,5,8,2,28,192,0,0.0990438,0.740882,2.40515e-22,6.36265e-16,0.520042,14.3,44
56,48,1093,alive,92,40,28,13.5,8,2,28,192,0,0.0994827,0.786406,1.37926e-13,2.14928e-08,0.813683,14.3,44
30,56,1094,quiescent,32.5,17,28,32.5,8,0,28,192,1,0.0986532,0.767678,1.14304e-20,1.84983e-14,0.815625,14.3,44
57,71,1093,alive,112.5,33,28,41.5,8,2,28,192,0.0414384,0.0990659,0.772809,6.52201e-21,9.99621e-15,0.825691,14.3,44
51,35,1096,alive,127,14,28,5.5,8,3,28,192,0,0.099727,0.76713,1.65433e-23,5.57991e-17,0.577755,14.3,44
46,45,1091,quiescent,56.5,17,28,56.5,8,0,28,192,1,0.0991212,0.774166,8.05422e-13,7.75616e-08,0.827052,14.3,44
53,31,1094,quiescent,64,32,28,64,8,0,28,192,1,0.099124,0.775015,2.78283e-21,4.46934e-15,0.827122,14.3,44
58,53,1095,quiescent,36.5,25,28,36.5,8,0,28,192,1,0.0993512,0.779056,1.50339e-13,1.64978e-08,0.832741,14.3,44
32,35,1098,quiescent,107.5,23,28,36.5,8,2,28,192,1,0.0991884,0.776082,5.11437e-24,2.91613e-17,0.828709,14.3,44
29,58,1099,alive,120.5,1,28,45.5,8,2,28,192,0.0412765,0.0986788,0.768231,2.88768e-23,1.43893e-16,0.816244,14.3,44
28,56,1097,quiescent,92,40,28,62.5,8,1,28,192,1,0.0984839,0.764821,1.14927e-21,2.79489e-15,0.811539,14.3,44
57,73,1098,quiescent,88,32,28,29,8,2,28,192,1,0.0991327,0.773881,2.82384e-23,1.42794e-16,0.827336,14.3,44
28,52,1097,quiescent,80,16,28,30.5,8,1,28,192,1,0.0985209,0.764792,9.59287e-23,3.80984e-16,0.81243,14.3,44
46,60,1099,quiescent,66.5,37,28,66.5,8,0,28,192,1,0.0992639,0.776279,3.42591e-18,2.04818e-12,0.830578,14.3,44
47,60,1098,quiescent,33,18,28,33,8,0,28,192,1,0.099244,0.775821,2.15375e-19,1.75132e-13,0.830083,14.3,44
37,43,1092,alive,47.5,47,28,19,8,1,28,192,0,0.099145,0.775209,4.02852e-20,3.65323e-14,0.823451,14.3,44
43,70,1093,alive,122.5,5,28,39.5,8,2,28,192,0.041685,0.0994347,0.779516,1.30569e-22,4.53914e-16,0.83482,14.3,44
59,53,1094,alive,121,2,28,48.5,8,2,28,192,0.0416772,0.099416,0.780172,1.53543e-17,6.35355e-12,0.834354,14.3,44
51,33,1096,alive,114,36,28,19.5,8,3,28,192,0,0.0994106,0.781108,3.36766e-23,1.12694e-16,0.833306,14.3,44
27,51,1098,quiescent,117,42,28,37,8,2,28,192,1,0.0985136,0.764422,7.22127e-23,2.38348e-16,0.812255,14.3,44
28,46,1100,quiescent,63.5,31,28,33.5,8,1,28,192,1,0.0987431,0.767853,7.26269e-23,2.39103e-16,0.817805,14.3,44
58,59,1098,quiescent,101,10,28,58,8,1,28,192,1,0.0993043,0.777622,1.17605e-20,1.36939e-14,0.831578,14.3,44
23,52,1099,alive,121,2,28,31,8,3,28,192,0.0411434,0.0981428,0.758764,1.75871e-24,1.20613e-17,0.803384,14.3,44
27,45,1099,quiescent,99.5,7,28,38.5,8,1,28,192,1,0.0987345,0.768036,2.36792e-22,6.26552e-16,0.817596,14.3,44
55,32,1102,quiescent,96,0,28,41.5,8,1,28,192,1,0.0991171,0.774522,2.29813e-23,9.10767e-17,0.826952,14.3,44
45,24,1102,alive,120,0,28,19,8,3,28,192,0,0.098727,0.769386,5.44488e-25,4.54747e-18,0.815004,14.3,44
27,55,1101,quiescent,108,24,28,54,8,1,28,192,1,0.098409,0.763283,1.00524e-22,3.90969e-16,0.80974,14.3,44
26,53,1103,alive,118.5,45,28,11.5,8,3,28,192,0,0.098408,0.770304,1.24242e-23,6.62114e-17,0.744951,14.3,44
39,60,1103,quiescent,52.5,9,28,52.5,8,0,28,192,1,0.0992889,0.777848,2.5041e-21,4.2975e-15,0.831197,14.3,44
45,25,1105,quiescent,96.5,1,28,29.5,8,2,28,192,1,0.0989133,0.770862,4.32827e-24,2.6591e-17,0.821952,14.3,44
25,45,1106,quiescent,116,40,28,47,8,2,28,192,1,0.098541,0.765098,6.81794e-24,3.47807e-17,0.812915,14.3,44
62,62,1106,quiescent,79.5,15,28,46.5,8,1,28,192,1,0.0992368,0.776113,4.61506e-21,5.98861e-15,0.829906,14.3,44
36,27,1108,alive,117,42,28,25,8,3,28,192,0,0.098621,0.769147,2.03113e-24,1.292e-17,0.817924,14.3,44
51,25,1107,alive,116.5,41,28,31,8,2,28,192,0.041463,0.0987958,0.769396,6.00878e-24,3.1875e-17,0.819085,14.3,44
54,32,1109,quiescent,62.5,29,28,29,8,1,28,192,1,0.0991772,0.775647,2.53937e-23,9.64087e-17,0.828432,14.3,44
60,61,1106,quiescent,75,6,28,46.5,8,1,28,192,1,0.0992977,0.777417,3.75244e-21,5.34125e-15,0.831414,14.3,44
41,59,1108,alive,89.5,35,28,29,8,2,28,192,0.0417074,0.0992681,0.77792,6.79033e-20,6.75189e-14,0.830681,14.3,44
31,56,1109,alive,83.5,23,28,44,8,1,28,192,0.04131,0.0987588,0.769269,3.34035e-21,6.87306e-15,0.818186,14.3,44
42,59,1108,alive,51,6,28,16,8,1,28,192,0,0.0993198,0.781193,3.12365e-16,1.17417e-10,0.821802,14.3,44
32,55,1110,quiescent,36.5,25,28,36.5,8,0,28,192,1,0.0987666,0.76907,3.64902e-21,7.21724e-15,0.818376,14.3,44
63,61,1111,alive,115.5,39,28,42,8,2,28,192,0.0414812,0.0992782,0.776708,1.40231e-21,2.27356e-15,0.830932,14.3,44
51,34,1115,alive,115,38,28,44,8,2,28,192,0.0415182,0.0995883,0.782587,3.84707e-23,1.21299e-16,0.838657,14.3,44
37,27,1115,alive,115,38,28,24,8,2,28,192,0,0.0986264,0.768848,1.96875e-24,1.26179e-17,0.81732,14.3,44
61,73,1115,alive,113.5,35,28,13,8,3,28,192,0,0.0989554,0.775247,6.24624e-23,2.21472e-16,0.784888,14.3,44
52,33,1117,quiescent,104.5,17,28,42,8,2,28,192,1,0.0994131,0.779761,3.97516e-23,1.23516e-16,0.834281,14.3,44
56,32,1114,alive,109.5,27,28,1,8,3,28,192,0,0.0990734,0.519389,4.35934e-24,1.95795e-17,0.416165,14.3,44
45,44,1115,quiescent,30,12,28,30,8,0,28,192,1,0.0991588,0.774643,3.57716e-16,9.08973e-11,0.827979,14.3,44
30,57,1119,alive,85.5,27,28,36,8,1,28,192,0.0414472,0.098758,0.769205,1.1722e-21,2.82559e-15,0.818167,14.3,44
40,26,1116,quiescent,90.5,37,28,34,8,1,28,192,1,0.0987564,0.768218,7.08535e-24,3.49203e-17,0.818129,14.3,44
41,24,1114,alive,111,30,28,38,8,2,28,192,0.0414854,0.0987399,0.767106,2.23039e-24,1.3519e-17,0.817726,14.3,44
48,59,1115,alive,32.5,17,28,3.5,8,1,28,192,0,0.0991698,0.698523,6.18434e-16,1.25141e-10,0.459145,14.3,44
30,50,1113,alive,89.5,35,28,7,8,2,28,192,0,0.0986269,0.762953,3.67225e-22,7.98576e-16,0.60793,14.3,44
37,28,1115,quiescent,62.5,29,28,29,8,1,28,192,1,0.0987947,0.769148,6.60168e-24,3.35815e-17,0.819059,14.3,44
35,55,1109,alive,78,12,28,19.5,8,1,28,192,0,0.0989719,0.773074,2.45594e-18,1.24385e-12,0.819782,14.3,44
40,43,1115,quiescent,73.5,3,28,37.5,8,1,28,192,1,0.099182,0.774982,3.46814e-22,7.75577e-16,0.828552,14.3,44
66,41,1116,alive,110,28,28,6.5,8,2,28,192,0,0.0985892,0.758458,5.95761e-23,2.13332e-16,0.583888,14.3,44
57,60,1114,quiescent,61.5,27,28,61.5,8,0,28,192,1,0.0992129,0.776078,1.46627e-20,2.13281e-14,0.829316,14.3,44
46,72,1116,quiescent,84,24,28,30.5,8,1,28,192,1,0.0992133,0.775462,3.3342e-22,1.03913e-15,0.829324,14.3,44
65,46,1121,alive,107.5,23,28,12.5,8,3,28,192,0,0.0989753,0.78078,5.02999e-24,2.92646e-17,0.79,14.3,44
56,65,1122,quiescent,30,12,28,30,8,0,28,192,1,0.0990892,0.773701,1.04483e-21,1.92335e-15,0.826264,14.3,44
49,75,1124,alive,106.5,21,28,36,8,2,28,192,0.0415268,0.0991671,0.775102,1.00914e-23,5.92973e-17,0.828184,14.3,44
41,25,1123,quiescent,62,28,28,28,8,1,28,192,1,0.0987423,0.767721,5.05884e-24,2.89858e-17,0.817786,14.3,44
35,33,1124,quiescent,72.5,1,28,44,8,1,28,192,1,0.0990294,0.773591,5.835e-23,2.08224e-16,0.824795,14.3,44
59,66,1124,quiescent,30,12,28,30,8,0,28,192,1,0.0990722,0.773095,1.09349e-20,1.30935e-14,0.825848,14.3,44
57,30,1126,alive,104,16,28,6,8,2,28,192,0,0.0987617,0.755451,4.312e-24,1.94285e-17,0.564737,14.3,44
59,68,1128,quiescent,31.5,15,28,31.5,8,0,28,192,1,0.0990171,0.771872,5.50808e-21,9.10468e-15,0.824493,14.3,44
59,52,1131,alive,72.5,1,28,7.5,8,2,28,192,0,0.0994418,0.783861,1.13696e-15,2.34168e-10,0.676274,14.3,44
67,44,1132,alive,103.5,15,28,40,8,2,28,192,0.041376,0.0985884,0.766345,1.23726e-23,6.56231e-17,0.814058,14.3,44
32,36,1131,quiescent,83.5,23,28,32.5,8,1,28,192,1,0.0992661,0.777199,1.77299e-23,7.90517e-17,0.830631,14.3,44
62,65,1132,alive,97.5,3,28,23,8,2,28,192,0,0.0991413,0.774645,1.16382e-22,3.07527e-16,0.825249,14.3,44
43,60,1133,alive,94,44,28,3.5,8,2,28,192,0,0.0994372,0.707211,7.31189e-18,4.24887e-12,0.466275,14.3,44
28,60,1136,alive,101.5,11,28,33.5,8,2,28,192,0.0413014,0.0985196,0.76583,1.47112e-23,7.26699e-17,0.812398,14.3,44
56,74,1131,quiescent,95.5,47,28,37,8,1,28,192,1,0.0992411,0.775779,1.78831e-22,5.40111e-16,0.830013,14.3,44
42,25,1135,quiescent,33.5,19,28,33.5,8,0,28,192,1,0.0987673,0.768179,1.52723e-23,7.2792e-17,0.818392,14.3,44
45,27,1134,alive,60.5,25,28,24,8,1,28,192,0,0.0988438,0.77364,1.48033e-23,7.15474e-17,0.824249,14.3,44
32,46,1135,alive,87.5,31,28,11.5,8,2,28,192,0,0.0990654,0.77807,1.00094e-22,2.855e-16,0.76845,14.3,44
33,46,1132,alive,96.5,1,28,35.5,8,2,28,192,0.0414374,0.0990636,0.77291,1.1112e-22,3.02481e-16,0.825634,14.3,44
62,50,1135,alive,99,6,28,19,8,2,28,192,0,0.0994829,0.784142,3.03033e-18,1.88528e-12,0.836284,14.3,44
33,33,1132,alive,98.5,5,28,33.5,8,2,28,192,0.0415563,0.0991277,0.77514,1.73469e-23,7.8103e-17,0.827212,14.3,44
49,77,1134,alive,98.5,5,28,24,8,2,28,192,0,0.0989967,0.773827,2.2476e-23,1.25865e-16,0.823897,14.3,44
35,54,1132,alive,97.5,3,28,30,8,2,28,192,0.0412247,0.0988842,0.77115,1.2755e-22,4.4598e-16,0.82124,14.3,44
39,43,1126,quiescent,78,12,28,41,8,1,28,192,1,0.0991976,0.775157,2.48246e-20,2.05031e-14,0.828937,14.3,44
29,46,1131,quiescent,61.5,27,28,29,8,1,28,192,1,0.0988189,0.769016,2.26556e-22,6.1143e-16,0.819648,14.3,44
24,50,1133,alive,91.5,39,28,5.5,8,2,28,192,0,0.098318,0.73598,2.20107e-23,9.06441e-17,0.520011,14.3,44
53,71,1132,quiescent,34,20,28,34,8,0,28,192,1,0.0991557,0.774625,3.9738e-21,7.60098e-15,0.827904,14.3,44
53,32,1133,quiescent,29.5,11,28,29.5,8,0,28,192,1,0.0992343,0.776783,2.65486e-22,6.55946e-16,0.829845,14.3,44
27,52,1135,quiescent,71,46,28,33,8,1,28,192,1,0.0984653,0.763811,3.0896e-23,1.49372e-16,0.811093,14.3,44
27,57,1140,alive,95,46,28,14,8,2,28,192,0,0.0983663,0.769814,1.18473e-22,4.28143e-16,0.782504,14.3,44
50,77,1137,alive,94.5,45,28,13,8,2,28,192,0,0.0991617,0.781264,2.69616e-23,1.39186e-16,0.795869,14.3,44
57,74,1138,alive,94.5,45,28,16,8,2,28,192,0,0.099223,0.777072,9.68533e-24,5.79663e-17,0.815947,14.3,44
40,62,1139,alive,79.5,15,28,7,8,2,28,192,0,0.0995496,0.781596,3.07567e-22,7.25287e-16,0.654441,14.3,44
28,45,1142,alive,92.5,41,28,2,8,2,28,192,0,0.0988383,0.60339,1.01111e-23,4.32476e-17,0.420601,14.3,44
34,41,1143,alive,93,42,28,27.5,8,2,28,192,0,0.0992558,0.778446,2.03627e-22,4.16964e-16,0.832535,14.3,44
36,33,1146,alive,92,40,28,45.5,8,1,28,192,0.0413728,0.0990188,0.772984,1.03726e-21,1.89993e-15,0.824535,14.3,44
26,54,1149,quiescent,88.5,33,28,30.5,8,2,28,192,1,0.098406,0.762753,1.00967e-23,5.90369e-17,0.809667,14.3,44
53,34,1146,alive,92,40,28,31,8,1,28,192,0.0417221,0.0995231,0.781439,8.68497e-23,2.59403e-16,0.837025,14.3,44
41,62,1148,alive,92,40,28,19.5,8,2,28,192,0,0.09962,0.783951,4.41231e-19,4.84092e-13,0.836784,14.3,44
29,45,1142,alive,88,32,28,54.5,8,1,28,192,0.0413858,0.0989401,0.770666,2.17152e-23,8.99692e-17,0.822608,14.3,44
26,45,1147,quiescent,72,0,28,36.5,8,1,28,192,1,0.0986412,0.766573,7.02501e-23,2.34744e-16,0.815334,14.3,44
46,73,1145,alive,69.5,43,28,10.5,8,2,28,192,0,0.0992177,0.782163,1.26786e-23,6.72728e-17,0.755567,14.3,44
47,40,1143,alive,77.5,11,28,43,8,1,28,192,0.0417433,0.0995737,0.78185,7.31097e-18,3.07548e-12,0.838292,14.3,44
59,32,1145,alive,90.5,37,28,13.5,8,2,28,192,0,0.0988355,0.774985,3.5243e-24,1.73782e-17,0.789136,14.3,44
63,60,1142,alive,90,36,28,14.5,8,2,28,192,0,0.0993139,0.781767,4.10228e-22,8.4523e-16,0.813633,14.3,44
43,25,1144,quiescent,43.5,39,28,43.5,8,0,28,192,1,0.0987962,0.768762,1.52564e-23,7.27501e-17,0.819096,14.3,44
45,23,1146,alive,89.5,35,28,32,8,1,28,192,0.0412234,0.0987711,0.768223,1.85642e-24,1.22146e-17,0.818486,14.3,44
63,50,1147,alive,89.5,35,28,10.5,8,2,28,192,0,0.099406,0.788729,3.40107e-18,2.0095e-12,0.774647,14.3,44
37,62,1141,alive,87.5,31,28,19.5,8,2,28,192,0,0.0993108,0.780674,2.00709e-22,5.72825e-16,0.83093,14.3,44
54,25,1142,alive,88.5,33,28,14.5,8,2,28,192,0,0.0983593,0.769327,2.30825e-24,1.37762e-17,0.787115,14.3,44
68,44,1143,alive,88.5,33,28,17,8,1,28,192,0,0.0983761,0.766328,1.25968e-22,4.3999e-16,0.80018,14.3,44
61,60,1143,quiescent,67,38,28,36.5,8,1,28,192,1,0.0993352,0.778134,1.10346e-21,1.9914e-15,0.832344,14.3,44
45,66,1145,alive,87,30,28,30.5,8,2,28,192,0.0416997,0.0994698,0.780738,4.90882e-22,1.28692e-15,0.835693,14.3,44
45,26,1148,quiescent,69,42,28,35,8,1,28,192,1,0.0989441,0.771811,5.36494e-24,2.99428e-17,0.822706,14.3,44
60,53,1144,alive,86,28,28,13.5,8,2,28,192,0,0.0994739,0.786899,6.16156e-18,2.81309e-12,0.814384,14.3,44
64,45,1150,alive,86,28,28,19.5,8,2,28,192,0,0.0990305,0.77775,1.10756e-23,6.17259e-17,0.827508,14.3,44
35,26,1149,alive,85.5,27,28,16.5,8,2,28,192,0,0.0986003,0.770479,2.12954e-24,1.32624e-17,0.806488,14.3,44
24,51,1150,alive,85,26,28,38,8,1,28,192,0.0410339,0.0983171,0.760886,5.32755e-23,2.01458e-16,0.807538,14.3,44
47,73,1151,quiescent,32.5,17,28,32.5,8,0,28,192,1,0.0991687,0.774694,9.13059e-23,3.72463e-16,0.828224,14.3,44
36,55,1148,quiescent,32,16,28,32,8,0,28,192,1,0.0989655,0.771845,2.36503e-19,1.83504e-13,0.823229,14.3,44
48,74,1149,quiescent,75,6,28,42.5,8,1,28,192,1,0.0991583,0.774567,2.90123e-23,1.44943e-16,0.827967,14.3,44
33,57,1144,alive,73.5,3,28,31,8,1,28,192,0.0414171,0.0990148,0.773484,2.04724e-20,2.55223e-14,0.824437,14.3,44
63,63,1146,alive,83.5,23,28,27,8,2,28,192,0,0.0991682,0.775584,4.24549e-22,8.61418e-16,0.827335,14.3,44
46,74,1148,alive,84,24,28,23.5,8,1,28,192,0,0.0991229,0.774541,8.23938e-24,5.3009e-17,0.825091,14.3,44
52,71,1143,alive,67,38,28,31.5,8,1,28,192,0.0414674,0.0991351,0.774983,1.36934e-21,3.09357e-15,0.827396,14.3,44
24,48,1144,alive,83.5,23,28,10.5,8,2,28,192,0,0.098336,0.769711,6.45237e-24,3.37369e-17,0.722538,14.3,44
46,26,1146,alive,83.5,23,28,20.5,8,1,28,192,0,0.0989139,0.773736,3.57643e-24,2.39288e-17,0.823172,14.3,44
26,55,1147,alive,83,22,28,8,8,2,28,192,0,0.0983554,0.764869,1.25214e-23,6.64974e-17,0.640358,14.3,44
60,60,1145,quiescent,67,38,28,28,8,1,28,192,1,0.0993605,0.778224,1.14376e-21,2.03129e-15,0.832974,14.3,44
63,45,1147,alive,83,22,28,0.5,8,2,28,192,0,0.0993386,0.464564,1.74737e-23,7.94231e-17,0.417514,14.3,44
54,33,1148,quiescent,66.5,37,28,32.5,8,1,28,192,1,0.0993152,0.777762,1.08181e-23,4.41202e-17,0.831848,14.3,44
39,26,1148,alive,82.5,21,28,48.5,8,1,28,192,0.0412491,0.0987229,0.767714,2.24551e-24,1.35696e-17,0.817314,14.3,44
35,65,1149,alive,81.5,19,28,10.5,8,2,28,192,0,0.0992456,0.785796,1.97034e-23,8.54106e-17,0.763419,14.3,44
53,65,1149,quiescent,64.5,33,28,64.5,8,0,28,192,1,0.0991662,0.775033,1.30793e-16,3.88859e-11,0.828162,14.3,44
55,65,1150,quiescent,31,14,28,31,8,0,28,192,1,0.0991221,0.774283,6.1534e-19,4.26585e-13,0.827075,14.3,44
45,35,1151,alive,77,10,28,46,8,1,28,192,0.0416286,0.0995206,0.780716,2.98896e-22,7.00462e-16,0.836964,14.3,44
37,31,1147,alive,79.5,15,28,34,8,1,28,192,0.0414858,0.0989596,0.771929,1.79338e-23,7.95531e-17,0.823083,14.3,44
65,47,1148,alive,79.5,15,28,34,8,1,28,192,0.0414096,0.099107,0.775215,1.34458e-23,6.87117e-17,0.826703,14.3,44
60,57,1146,quiescent,78,12,28,36.5,8,1,28,192,1,0.0994883,0.780651,1.70545e-17,6.73346e-12,0.836157,14.3,44
57,67,1141,quiescent,44,40,28,44,8,0,28,192,1,0.0990538,0.772657,3.63909e-21,5.22737e-15,0.825396,14.3,44
31,36,1142,alive,78.5,13,28,19,8,1,28,192,0,0.0991455,0.776947,5.97763e-24,3.17876e-17,0.827463,14.3,44
30,46,1145,quiescent,63.5,31,28,34,8,1,28,192,1,0.0989056,0.770227,7.18756e-23,2.37732e-16,0.821765,14.3,44
57,47,1142,alive,78,12,28,0,8,2,28,192,0,0.099558,0.39129,8.31707e-18,3.27207e-12,0.418949,14.3,44
59,67,1143,quiescent,33,18,28,33,8,0,28,192,1,0.0990476,0.772413,3.47192e-20,3.38113e-14,0.825243,14.3,44
24,44,1144,alive,77.5,11,28,20.5,8,2,28,192,0,0.0984436,0.765156,2.0343e-24,1.30722e-17,0.809939,14.3,44
33,41,1147,alive,76.5,9,28,43.5,8,1,28,192,0.0415841,0.0994142,0.77909,2.03569e-23,6.27998e-17,0.834308,14.3,44
44,23,1146,alive,77,10,28,9.5,8,1,28,192,0,0.098739,0.772617,6.10641e-24,3.21644e-17,0.707969,14.3,44
34,37,1145,quiescent,71.5,47,28,32,8,1,28,192,1,0.0993003,0.777624,7.69814e-23,2.42699e-16,0.831479,14.3,44
43,76,1148,alive,76.5,9,28,12,8,2,28,192,0,0.0989222,0.777746,3.57272e-24,2.44971e-17,0.773249,14.3,44
35,32,1149,alive,69,42,28,5,8,2,28,192,0,0.099028,0.742464,8.23406e-24,3.7945e-17,0.522629,14.3,44
40,25,1150,quiescent,49.5,3,28,49.5,8,0,28,192,1,0.098717,0.767317,5.1732e-24,2.93463e-17,0.817171,14.3,44
